schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00156400,Emory University,2016,,199,1,0,0,200,33,3,3,1,40,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,,2,6,6,0,284,1,13,0,0,14,,,0,8,0,1,9,0,0,0,0,0,0,0,0,0,0,1,21,0,1,23,2,0,0,0,2,,,35,2,1,1,39,,,21,1,0,0,22,,,7,0,0,0,7,,,5,1,0,0,6,,,10,0,0,0,10,,,15,0,0,0,15,,,50,0,0,0,50,,,0,0,0,0,0,,,43,0,1,1,45,,,25,8,0,0,33,,,6,9,0,0,15,,,11,0,0,0,11,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,0,4,1,2,7,,,0,0,0,0,0,234,25,3,4,266,,,GA,136,NY,35,FL,17,4
00156400,Emory University,2017,,212,2,2,0,216,22,3,5,1,31,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,6,,2,6,17,3,295,0,7,0,0,7,,,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,1,0,0,0,1,,,38,3,4,1,46,,,16,0,0,0,16,,,7,0,1,0,8,,,6,0,0,0,6,,,15,0,0,0,15,,,5,0,0,0,5,,,66,1,0,0,67,,,1,0,1,0,2,,,26,1,1,0,28,,,30,8,1,0,39,,,7,3,0,0,10,,,9,0,0,0,9,,,7,0,0,0,7,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,1,1,235,16,8,2,261,,,GA,121,NY,30,FL,22,11
00156400,Emory University,2018,,231,0,0,1,232,30,0,2,2,34,1,0,0,1,2,0,0,0,0,0,0,0,0,3,3,11,,2,5,13,0,309,1,1,0,0,2,,,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,1,7,2,0,0,1,3,,,33,0,1,1,35,,,15,0,0,0,15,,,9,0,0,0,9,,,5,0,0,0,5,,,16,0,0,0,16,,,14,0,0,0,14,,,75,0,0,0,75,,,0,0,0,0,0,,,31,0,0,1,32,,,33,2,0,0,35,,,7,3,1,0,11,,,15,0,0,0,15,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,3,0,0,2,5,,,0,0,0,3,3,263,5,2,8,278,,,GA,123,NY,47,CA,19,13
00157400,Georgia State University,2015,,128,2,6,6,142,17,0,6,1,24,10,1,1,1,13,1,0,0,0,1,0,0,0,0,0,6,,1,1,8,3,199,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,,,43,0,3,4,50,,,13,0,1,1,15,,,7,0,1,0,8,,,11,0,0,0,11,,,10,0,0,0,10,,,3,0,0,0,3,,,11,0,0,0,11,,,0,0,0,0,0,,,24,2,5,1,32,,,13,0,1,0,14,,,5,1,1,0,7,,,5,0,0,0,5,,,2,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,3,0,1,2,6,,,0,0,0,0,0,156,3,13,8,180,,,GA,162,CO,2,FL,2,1
00157400,Georgia State University,2016,,136,4,5,1,146,26,1,2,4,33,3,1,1,0,5,0,0,0,1,1,0,0,0,0,0,4,,1,4,8,1,203,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,50,1,5,2,58,,,13,1,2,1,17,,,6,0,0,0,6,,,4,0,0,0,4,,,13,0,0,0,13,,,2,0,0,0,2,,,18,0,0,0,18,,,0,0,0,0,0,,,26,1,1,3,31,,,20,2,0,0,22,,,6,0,0,0,6,,,3,0,0,0,3,,,2,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,2,,,0,0,0,0,0,165,6,8,6,185,,,GA,170,FL,3,DC,2,1
00157400,Georgia State University,2017,,128,2,1,2,133,21,4,5,1,31,5,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,,3,1,8,0,184,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,39,1,3,2,45,,,9,0,1,0,10,,,8,0,0,0,8,,,10,0,0,0,10,,,6,0,0,0,6,,,4,0,0,0,4,,,18,1,0,0,19,,,0,0,0,0,0,,,20,0,1,1,22,,,25,4,2,0,31,,,2,0,0,0,2,,,4,0,0,0,4,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,0,0,155,6,7,3,171,,,GA,161,TX,3,TN,2,0
00157400,Georgia State University,2018,,128,3,2,0,133,17,1,0,0,18,6,0,0,0,6,1,0,0,1,2,0,0,0,1,1,1,,2,1,14,1,179,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,39,0,0,0,39,,,10,0,0,0,10,,,4,0,0,0,4,,,7,0,0,0,7,,,10,0,0,0,10,,,3,0,0,0,3,,,18,2,0,0,20,,,0,0,0,0,0,,,17,2,0,2,21,,,28,0,0,0,29,,,2,0,2,0,4,,,6,0,0,0,6,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,152,4,2,2,161,,,GA,144,DC,4,VA,3,1
00158015,Mercer University,2015,,74,0,1,1,76,7,1,0,2,10,2,0,0,0,2,1,0,1,0,2,0,0,0,0,0,5,,0,3,16,1,115,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,23,0,1,2,26,,,6,0,0,0,6,,,7,0,0,0,7,,,4,0,0,0,4,,,1,1,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,3,0,1,1,5,,,18,0,0,0,18,,,2,0,0,0,2,,,5,0,0,0,5,,,7,0,0,0,7,,,,,,,,,,,,,3,0,0,0,3,1,0,0,0,1,,,0,0,0,0,0,84,1,2,3,90,,,GA,78,AK,2,FL,2,0
00158015,Mercer University,2016,,100,3,0,1,104,16,4,1,3,24,6,0,1,0,7,0,1,0,0,1,0,0,0,0,0,11,,2,2,11,3,165,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,44,5,0,2,51,,,6,0,0,0,6,,,5,0,0,0,5,,,1,0,0,0,1,,,7,0,0,0,7,,,1,0,0,0,1,,,2,0,0,0,2,,,0,0,0,0,0,,,9,3,1,0,13,,,20,0,1,1,22,,,3,0,0,0,3,,,6,0,0,0,6,,,15,0,0,1,16,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,122,8,2,4,136,,,GA,118,FL,5,CA,2,0
00158015,Mercer University,2017,,87,3,2,1,93,3,4,1,0,8,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,3,,1,1,16,0,125,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,26,1,2,0,29,,,7,0,0,0,7,,,4,0,0,0,4,,,1,0,0,0,1,,,4,0,0,0,4,,,2,0,0,0,2,,,2,1,0,1,4,,,0,0,0,0,0,,,4,1,0,0,5,,,18,3,1,0,22,,,3,0,1,0,4,,,4,0,0,0,4,,,16,1,0,0,17,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,92,7,4,1,104,,,GA,94,FL,2,TX,2,0
00158015,Mercer University,2018,,83,0,1,0,84,9,0,1,3,13,1,1,2,1,5,1,0,0,1,2,0,0,0,0,0,5,,0,0,10,0,119,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,0,1,2,32,,,11,0,0,0,11,,,3,0,0,0,3,,,4,0,0,0,4,,,5,0,0,0,5,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,6,0,2,1,9,,,19,1,0,1,21,,,0,0,0,0,0,,,2,0,0,0,2,,,12,0,0,0,12,,,,,,,,,,,,,0,0,0,0,0,2,0,1,1,4,,,0,0,0,0,0,94,1,4,5,104,,,GA,89,FL,4,SC,4,0
00159800,University of Georgia,2015,,138,0,0,1,139,21,1,1,1,24,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,19,5,191,0,0,0,0,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,,,28,0,1,2,31,,,20,0,0,0,20,,,1,0,0,0,1,,,9,0,0,0,9,,,8,0,0,0,8,,,6,0,0,0,6,,,12,0,0,0,12,,,2,0,0,0,2,,,15,0,0,0,15,,,17,0,0,0,17,,,13,1,0,0,14,,,12,0,0,0,12,,,11,0,0,0,11,,,,,,,,,,,,,1,0,0,0,1,2,1,0,0,3,,,2,0,0,0,2,161,2,1,2,166,,,GA,120,TX,6,DC,5,1
00159800,University of Georgia,2016,,155,2,2,1,160,19,0,2,0,21,2,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,,0,1,8,1,198,1,0,0,0,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,,,34,1,1,1,37,,,21,0,0,0,21,,,4,0,0,0,4,,,4,0,0,0,4,,,7,0,0,0,7,,,8,0,0,0,8,,,20,0,0,0,20,,,0,0,0,0,0,,,17,1,5,0,23,,,26,0,0,0,26,,,10,0,1,0,11,,,12,0,0,0,12,,,11,0,0,0,11,,,,,,,,,,,,,0,0,0,0,0,3,1,0,0,4,,,0,0,0,0,0,177,3,7,1,188,,,GA,142,FL,11,DC,6,1
00159800,University of Georgia,2017,,152,0,1,1,154,11,0,0,0,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,,1,2,5,2,181,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,27,0,1,1,29,,,15,0,0,0,15,,,12,0,0,0,12,,,10,0,0,0,10,,,14,0,0,0,14,,,1,0,0,0,1,,,15,0,0,0,15,,,0,0,0,0,0,,,16,0,0,0,16,,,8,0,0,0,8,,,13,0,0,0,13,,,12,0,0,0,12,,,19,0,0,0,19,,,,,,,,,,,,,0,0,0,0,0,3,0,1,0,4,,,0,0,0,0,0,165,0,2,1,168,,,GA,123,NC,6,SC,6,0
00159800,University of Georgia,2018,,167,0,0,1,168,9,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,1,9,3,195,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,29,0,0,1,30,,,16,0,0,0,16,,,9,0,0,0,9,,,7,0,0,0,7,,,8,0,0,0,8,,,1,0,0,0,1,,,19,0,0,0,19,,,0,0,0,0,0,,,14,0,1,0,15,,,25,1,0,0,26,,,7,0,0,0,7,,,16,0,0,0,16,,,22,0,0,0,22,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,176,1,1,1,179,,,GA,135,DC,6,NC,6,0
00161000,University of Hawaii,2015,,61,3,3,2,69,10,4,0,4,18,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,7,,0,5,5,0,112,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,8,1,2,2,13,,,5,0,0,0,5,,,5,0,0,0,5,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,7,2,1,3,13,,,17,3,0,0,20,,,5,0,1,1,7,,,0,0,0,0,0,,,25,1,0,0,26,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,78,7,4,6,95,,,HI,85,TX,2,CA,1,2
00161000,University of Hawaii,2016,,42,1,0,0,43,19,1,0,1,21,5,0,1,0,6,1,0,0,0,1,0,0,0,0,0,1,,0,2,5,0,79,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,6,1,0,0,7,,,3,0,0,0,3,,,5,0,0,0,5,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,15,0,1,0,16,,,12,0,0,0,12,,,3,1,0,0,4,,,0,0,0,0,0,,,15,0,0,0,15,,,,,,,,,,,,,1,0,0,0,1,2,0,0,1,3,,,0,0,0,0,0,67,2,1,1,71,,,HI,63,DC,3,TX,1,2
00161000,University of Hawaii,2017,,63,2,2,0,67,23,1,1,0,25,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,2,108,0,0,0,0,0,,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,,,11,0,1,0,12,,,10,0,0,0,10,,,5,0,0,0,5,,,5,0,0,0,5,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,7,1,1,0,9,,,26,1,0,0,27,,,4,0,0,0,4,,,0,0,0,0,0,,,18,1,0,0,19,,,,,,,,,,,,,0,0,0,0,0,3,1,0,0,4,,,0,0,0,0,0,89,4,3,0,96,,,HI,86,AZ,1,CA,1,3
00161000,University of Hawaii,2018,,61,0,1,0,62,14,1,1,1,17,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,,3,1,6,2,95,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,2,0,11,,,8,0,0,0,8,,,7,0,0,0,7,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,6,0,0,1,7,,,18,0,0,0,18,,,4,1,0,0,5,,,0,0,0,0,0,,,22,0,0,0,22,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,78,1,2,2,83,,,HI,77,LA,1,NJ,1,0
00162600,University of Idaho,2015,,73,0,1,1,75,3,0,0,0,3,1,0,2,3,6,0,0,1,1,2,0,0,0,0,0,1,,0,1,3,1,93,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,,,24,0,0,1,25,,,1,0,0,0,1,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,5,0,3,2,10,,,14,0,0,0,14,,,1,0,0,0,1,,,3,0,0,0,3,,,21,0,0,0,21,,,,,,,,,,,,,0,0,0,0,0,3,0,0,2,5,,,0,0,1,0,1,78,0,4,5,87,,,ID,57,WA,17,CA,3,0
00162600,University of Idaho,2016,,86,0,0,0,86,8,0,0,1,9,3,1,0,4,8,0,0,1,1,2,0,0,0,0,0,2,,3,1,14,2,128,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,5,,,33,0,0,0,33,,,4,0,0,0,4,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,6,1,1,1,9,,,23,0,0,0,23,,,3,0,0,0,3,,,0,0,0,0,0,,,20,0,0,0,20,,,,,,,,,,,,,0,0,0,0,0,2,0,0,4,6,,,0,0,0,1,1,97,1,1,7,106,,,ID,70,WA,16,NV,3,0
00162600,University of Idaho,2017,,58,3,2,1,64,6,0,2,1,9,2,1,2,2,7,0,0,1,1,2,0,0,0,0,0,3,,1,1,5,4,96,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,26,1,3,0,30,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,1,1,,,0,0,0,0,0,,,1,0,0,0,1,,,5,1,3,2,11,,,6,1,0,0,7,,,5,0,1,1,7,,,1,0,0,0,1,,,13,0,0,0,13,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,,,3,1,0,0,4,66,4,7,5,82,,,ID,54,WA,13,CA,3,0
00162600,University of Idaho,2018,,62,2,2,3,69,6,1,0,0,7,2,0,0,0,2,2,0,0,1,3,0,0,0,0,0,1,,1,3,8,1,95,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,23,1,2,1,27,,,2,0,0,0,2,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,3,0,0,1,4,,,4,0,0,1,5,,,13,1,0,0,14,,,0,0,0,1,1,,,1,0,0,0,1,,,16,1,0,0,17,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,1,0,0,0,1,72,3,2,4,81,,,ID,49,WA,8,NV,3,0
00167100,Depaul University,2015,,142,4,5,2,153,35,6,9,3,53,5,1,1,0,7,1,0,1,0,2,0,0,0,0,0,5,,0,2,35,0,257,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,63,0,10,1,74,,,22,0,0,0,22,,,3,0,0,0,3,,,2,1,0,0,3,,,3,0,0,0,3,,,0,0,0,0,0,,,13,0,0,0,13,,,1,0,1,0,2,,,36,9,4,4,53,,,22,1,0,0,23,,,15,0,1,0,16,,,0,0,0,0,0,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,183,11,16,5,215,,,IL,179,FL,5,CA,4,1
00167100,Depaul University,2016,,126,2,1,0,129,38,1,6,2,47,3,0,3,1,7,1,0,0,0,1,0,0,0,0,0,1,,1,3,45,0,234,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,44,1,5,1,51,,,15,0,0,0,15,,,8,0,0,0,8,,,7,0,0,0,7,,,1,0,0,0,1,,,5,0,0,0,5,,,9,0,0,0,9,,,6,0,0,0,6,,,39,0,3,2,44,,,22,2,1,0,25,,,7,0,0,0,7,,,2,0,0,0,2,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,2,,,0,0,0,0,0,168,3,10,3,184,,,IL,160,CA,4,FL,3,1
00167100,Depaul University,2017,,126,3,2,2,133,34,1,2,3,40,3,0,0,3,6,1,0,1,2,4,0,0,0,0,0,1,,2,0,44,0,230,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,52,0,0,3,55,,,15,0,0,0,15,,,6,1,0,0,7,,,4,0,0,0,4,,,1,0,0,0,1,,,3,0,0,0,3,,,12,1,0,0,13,,,2,0,0,0,2,,,30,2,3,5,40,,,19,0,1,0,20,,,8,0,1,0,9,,,3,0,0,0,3,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,3,0,0,2,5,,,0,0,0,0,0,164,4,5,10,183,,,IL,159,TX,4,OH,3,5
00167100,Depaul University,2018,,125,0,2,0,127,40,2,4,1,47,4,0,2,0,6,0,0,4,0,4,0,0,0,0,0,1,,4,3,34,0,226,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,,,35,0,4,0,39,,,12,0,0,0,12,,,9,0,0,0,9,,,6,0,0,0,6,,,4,0,0,1,5,,,1,0,0,0,1,,,21,0,0,0,21,,,0,0,0,0,0,,,35,2,5,0,42,,,32,0,0,0,32,,,3,0,0,0,3,,,2,0,0,0,2,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,3,0,2,0,5,,,0,0,0,0,0,169,2,12,1,184,,,IL,156,CA,5,MI,3,0
00169101,Chicago-Kent College of Law-IIT,2015,,144,12,4,6,166,40,6,3,11,60,19,0,1,0,20,1,0,1,1,3,0,0,0,0,0,3,,2,4,18,1,277,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,,,39,5,4,5,53,,,12,0,1,2,15,,,4,0,0,0,4,,,6,1,0,0,7,,,10,0,0,0,10,,,8,0,0,0,8,,,15,1,0,0,16,,,11,0,0,3,14,,,64,10,1,7,82,,,27,1,2,0,30,,,4,0,1,0,5,,,0,0,0,0,0,,,1,0,0,0,1,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,1,,,0,0,0,0,0,204,18,9,18,249,,,IL,204,CA,8,VA,3,2
00169101,Chicago-Kent College of Law-IIT,2016,,136,3,3,5,147,35,10,4,8,57,10,1,0,0,11,0,0,0,1,1,0,0,0,0,0,7,,3,2,13,1,242,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,,,34,4,5,3,46,,,12,0,0,0,12,,,3,0,0,1,4,,,5,0,0,0,5,,,4,0,0,0,4,,,6,0,0,0,6,,,15,0,0,0,15,,,15,0,1,0,16,,,35,8,0,9,52,,,23,2,0,1,26,,,9,0,0,0,9,,,4,0,0,0,4,,,10,0,0,0,10,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,181,14,7,14,216,,,IL,168,CA,4,PA,4,6
00169101,Chicago-Kent College of Law-IIT,2017,,133,1,2,0,136,36,5,3,4,48,6,0,2,1,9,0,0,0,0,0,0,0,0,0,0,3,,1,5,21,0,223,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,44,0,3,2,49,,,15,0,0,0,15,,,10,1,0,0,11,,,12,0,0,0,12,,,7,0,0,0,7,,,8,0,1,0,9,,,11,0,0,0,11,,,1,0,0,0,1,,,34,5,2,3,44,,,18,0,0,0,18,,,7,0,1,0,8,,,2,0,0,0,2,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,175,6,7,5,193,,,IL,162,CA,5,DC,4,2
00169101,Chicago-Kent College of Law-IIT,2018,,149,1,1,0,151,39,10,3,3,55,4,0,0,0,4,0,0,1,0,1,0,0,0,0,0,2,,2,3,13,1,232,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,,,40,0,2,1,43,,,19,0,1,0,20,,,8,0,0,0,8,,,12,0,0,0,12,,,8,0,0,0,8,,,10,0,0,0,10,,,22,0,0,0,22,,,1,0,1,0,2,,,31,10,1,1,43,,,16,1,0,0,17,,,10,0,0,1,11,,,0,0,0,0,0,,,7,0,0,0,7,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,192,11,5,3,211,,,IL,180,MI,5,CA,3,1
00171000,Loyola University-Chicago,2015,,133,10,5,3,151,36,11,3,3,53,8,3,2,1,14,1,1,2,0,4,0,0,0,0,0,5,,3,2,27,0,261,1,0,0,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,,,32,4,7,2,45,,,18,2,1,0,21,,,11,0,0,0,11,,,6,0,0,0,6,,,7,0,0,0,7,,,5,0,0,0,5,,,22,0,0,0,22,,,0,0,0,0,0,,,43,17,3,4,67,,,16,0,0,0,16,,,10,1,0,2,13,,,1,0,0,0,1,,,3,0,0,0,3,,,,,,,,,,,,,3,1,0,0,4,2,0,1,0,3,,,0,0,0,0,0,179,25,12,8,224,,,IL,184,CA,9,FL,4,1
