schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00100300,Faulkner University,2015,,51,2,1,0,54,21,0,0,0,21,2,0,0,0,2,4,0,2,0,6,0,0,0,0,0,1,,0,0,8,2,95,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,7,,,29,0,0,0,29,,,3,0,0,0,3,,,0,0,0,0,0,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,2,0,0,0,2,,,10,0,1,0,11,,,19,1,0,0,20,,,2,0,1,0,3,,,0,1,0,0,1,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,1,0,1,0,2,79,2,3,0,84,,,AL,57,GA,8,FL,4,0
00100300,Faulkner University,2016,,43,0,2,1,46,11,0,1,0,12,4,0,0,0,4,0,0,1,1,2,0,0,0,0,0,2,,0,0,8,0,74,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,21,0,2,0,23,,,2,0,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,5,0,1,1,7,,,15,0,1,1,17,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,1,0,0,0,1,58,0,4,2,64,,,AL,51,GA,4,FL,3,0
00100300,Faulkner University,2017,,38,0,1,0,39,14,1,1,1,17,4,0,3,0,7,2,2,0,0,4,0,0,0,0,1,0,,1,0,6,1,77,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,,,15,2,1,0,18,,,2,0,0,0,2,,,2,0,1,0,3,,,4,0,0,0,4,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,6,1,0,0,7,,,12,0,2,0,14,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,1,2,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,6,0,0,0,6,58,3,4,1,66,,,AL,42,GA,4,TX,3,1
00100300,Faulkner University,2018,,38,1,1,0,40,18,0,1,1,20,2,0,0,0,2,1,1,1,0,3,0,0,0,0,0,1,,0,2,12,0,80,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,19,0,0,1,20,,,5,0,0,0,5,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,7,1,1,0,9,,,15,0,1,0,16,,,4,0,0,0,4,,,1,0,0,0,1,,,2,1,1,0,4,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,59,2,3,1,65,,,AL,45,GA,7,CA,1,0
00103600,Samford University,2015,,61,2,1,1,65,19,2,1,2,24,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,3,,0,3,11,2,112,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,28,2,0,2,32,,,7,0,0,0,7,,,3,0,0,0,3,,,5,0,0,0,5,,,2,0,0,0,2,,,0,0,0,0,0,,,4,0,0,0,4,,,0,0,0,0,0,,,17,1,2,0,20,,,8,0,1,0,9,,,1,0,0,1,2,,,3,0,0,0,3,,,0,1,0,0,1,,,,,,,,,,,,,4,0,0,0,4,0,0,0,0,0,,,0,0,0,0,0,82,4,3,4,93,,,AL,65,GA,12,FL,3,1
00103600,Samford University,2016,,87,0,2,2,91,20,0,1,1,22,5,0,0,3,8,1,0,1,1,3,0,0,0,0,0,3,,2,2,22,0,153,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,,,28,0,1,3,32,,,12,0,0,0,12,,,8,0,0,0,8,,,5,0,0,0,5,,,6,0,0,0,6,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,22,0,2,4,28,,,6,0,0,0,6,,,4,0,1,0,5,,,1,0,0,0,1,,,9,0,0,0,9,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,113,0,4,7,124,,,AL,86,GA,15,TN,7,0
00103600,Samford University,2017,,86,5,3,4,98,8,2,1,0,11,8,0,1,0,9,0,2,1,0,3,0,0,0,0,0,7,,2,0,8,0,138,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,35,3,2,3,43,,,6,1,0,0,7,,,4,0,0,0,4,,,5,0,0,0,5,,,12,0,0,0,12,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,,,16,5,1,1,23,,,8,0,2,0,10,,,2,0,0,0,2,,,2,0,0,0,2,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,2,,,0,0,0,0,0,102,9,6,4,121,,,AL,84,GA,11,TN,8,0
00103600,Samford University,2018,,93,0,0,0,93,11,0,2,0,13,2,0,0,0,2,3,0,3,0,6,0,0,0,0,0,5,,4,0,12,2,137,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,40,0,1,0,41,,,4,0,0,0,4,,,3,0,0,0,3,,,9,0,0,0,9,,,3,0,0,0,3,,,4,0,0,0,4,,,2,0,0,0,2,,,1,0,0,0,1,,,16,0,4,0,20,,,13,0,0,0,13,,,0,0,0,0,0,,,1,0,0,0,1,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,0,0,109,0,5,0,114,,,AL,83,TN,12,GA,6,1
00105100,University of Alabama,2015,,104,3,3,0,110,13,3,0,2,18,2,1,1,2,6,1,0,0,0,1,0,0,0,0,0,2,,1,1,4,1,144,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,1,3,0,23,,,8,0,0,0,8,,,12,0,0,0,12,,,3,0,0,0,3,,,9,0,0,0,9,,,9,0,0,0,9,,,4,0,0,0,4,,,0,0,0,0,0,,,14,3,1,2,20,,,13,2,0,0,15,,,2,1,0,1,4,,,12,0,0,0,12,,,12,0,0,0,12,,,,,,,,,,,,,0,0,0,0,0,3,0,0,1,4,,,0,0,0,0,0,120,7,4,4,135,,,AL,72,TX,12,TN,9,1
00105100,University of Alabama,2016,,110,0,0,0,110,16,1,3,0,20,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,,0,3,8,0,145,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,,,26,0,1,0,27,,,8,0,0,0,8,,,7,0,0,0,7,,,7,0,0,0,7,,,7,0,0,0,7,,,5,0,0,0,5,,,7,0,0,0,7,,,0,0,0,0,0,,,10,0,3,1,14,,,18,1,0,0,19,,,3,0,0,0,3,,,15,0,0,0,15,,,6,0,0,0,6,,,,,,,,,,,,,0,0,0,0,0,3,0,0,1,4,,,0,0,0,0,0,126,1,4,2,133,,,AL,66,GA,10,TX,9,1
00105100,University of Alabama,2017,,109,0,1,0,110,8,1,2,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,1,2,2,0,131,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,,,22,0,0,0,22,,,9,0,0,0,9,,,3,0,0,0,3,,,6,0,0,0,6,,,10,0,0,0,10,,,6,0,0,0,6,,,10,0,0,0,10,,,0,0,0,0,0,,,9,0,1,0,10,,,16,0,2,0,18,,,5,1,1,0,7,,,12,0,0,0,12,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,2,0,1,0,3,,,0,0,0,0,0,117,1,5,0,123,,,AL,66,DC,11,GA,9,0
00105100,University of Alabama,2018,,107,0,0,2,109,10,0,0,0,10,1,0,0,1,2,0,0,1,2,3,0,0,0,0,0,5,,0,1,7,0,138,0,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,20,0,0,0,20,,,10,0,0,0,10,,,8,0,0,0,8,,,7,0,0,0,7,,,7,0,0,0,7,,,1,0,0,0,1,,,11,0,0,0,11,,,0,0,0,0,0,,,10,0,1,3,14,,,15,0,0,0,15,,,10,0,0,1,11,,,9,0,0,0,9,,,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,5,0,1,1,7,,,0,0,0,0,0,118,0,2,5,125,,,AL,58,FL,8,TN,7,0
00108100,Arizona State University,2015,,161,0,3,0,164,34,0,4,0,38,6,0,1,0,7,0,0,2,0,2,0,0,0,0,0,5,,0,3,9,1,229,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,49,0,3,0,52,,,12,0,0,0,12,,,4,0,0,0,4,,,8,0,0,0,8,,,9,0,0,0,9,,,7,0,0,0,7,,,5,0,0,0,5,,,2,0,0,0,2,,,38,0,5,0,43,,,40,0,1,0,41,,,3,0,0,0,3,,,4,0,0,0,4,,,15,0,0,0,15,,,,,,,,,,,,,1,0,0,0,1,1,0,1,0,2,,,0,0,0,0,0,201,0,10,0,211,,,AZ,164,CA,12,CO,4,1
00108100,Arizona State University,2016,,131,1,0,0,132,35,0,3,0,38,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,,0,3,13,0,190,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,,,37,0,2,0,39,,,9,0,0,0,9,,,6,0,0,0,6,,,4,0,0,0,4,,,5,0,0,0,5,,,4,0,0,0,4,,,10,0,0,0,10,,,0,0,0,0,0,,,31,1,3,0,35,,,38,0,0,0,38,,,1,0,0,0,1,,,2,0,0,0,2,,,14,0,0,0,14,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,167,1,5,0,173,,,AZ,149,CA,7,UT,3,2
00108100,Arizona State University,2017,,147,0,0,0,147,29,0,5,0,34,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,,0,3,11,0,198,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,35,0,3,0,38,,,20,0,0,0,20,,,6,0,0,0,6,,,9,0,0,0,9,,,6,0,0,0,6,,,10,0,0,0,10,,,3,0,0,0,3,,,0,0,0,0,0,,,25,0,3,0,28,,,41,0,0,0,41,,,1,0,0,0,1,,,2,0,0,0,2,,,11,0,0,0,11,,,,,,,,,,,,,1,0,0,0,1,5,0,1,0,6,,,0,0,0,0,0,176,0,7,0,183,,,AZ,149,CA,6,NY,5,2
00108100,Arizona State University,2018,,203,1,0,0,204,42,2,4,0,48,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,,0,5,13,2,276,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,49,0,3,0,52,,,24,0,0,0,24,,,8,0,0,0,8,,,10,0,0,0,10,,,7,0,0,0,7,,,8,0,0,0,8,,,10,1,0,0,11,,,0,1,0,0,1,,,27,1,2,0,30,,,62,0,0,0,62,,,1,0,0,0,1,,,4,0,0,0,4,,,22,0,0,0,22,,,,,,,,,,,,,1,0,0,0,1,9,0,0,0,9,,,0,0,0,0,0,246,3,5,0,254,,,AZ,198,CA,15,DC,10,2
00108300,University of Arizona,2015,,89,1,0,2,92,11,3,0,5,19,4,0,0,1,5,1,0,0,1,2,0,0,0,0,0,4,,1,3,4,2,144,4,1,0,0,5,,,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1,0,0,12,2,0,0,0,2,,,18,1,0,4,23,,,13,0,0,0,13,,,2,0,0,0,2,,,3,0,0,0,3,,,3,1,0,0,4,,,5,0,0,0,5,,,7,0,0,0,7,,,1,0,0,0,1,,,7,0,0,4,11,,,22,2,0,0,24,,,2,0,0,0,2,,,4,0,0,0,4,,,17,0,0,0,17,,,,,,,,,,,,,0,0,0,0,0,10,1,0,1,12,,,0,0,0,0,0,116,5,0,9,130,,,AZ,78,CA,13,NY,6,7
00108300,University of Arizona,2016,,85,1,1,1,88,18,1,0,2,21,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,3,,0,3,2,1,124,1,0,0,0,1,,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,1,0,2,,,12,0,0,3,15,,,1,0,0,0,1,,,4,0,0,0,4,,,3,0,0,0,3,,,5,0,0,0,5,,,9,0,0,0,9,,,7,0,0,0,7,,,2,0,0,0,2,,,12,1,0,1,14,,,20,1,0,0,21,,,6,0,0,0,6,,,1,0,0,0,1,,,20,0,0,0,20,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,1,1,107,2,1,5,115,,,AZ,76,CA,5,NY,4,11
00108300,University of Arizona,2017,,83,1,0,0,84,20,0,3,1,24,3,0,0,0,3,0,1,1,1,3,0,0,0,0,0,4,,1,1,6,1,128,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,20,0,1,0,21,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,2,0,0,0,2,,,4,0,0,0,4,,,2,0,0,0,2,,,1,0,0,0,1,,,10,0,1,1,12,,,17,0,0,0,17,,,9,0,2,1,12,,,5,0,0,0,5,,,25,1,0,0,26,,,,,,,,,,,,,0,0,0,0,0,5,1,0,0,6,,,0,0,0,0,0,107,2,4,2,115,,,AZ,73,CA,12,CO,3,3
00108300,University of Arizona,2018,,74,3,1,1,79,18,1,1,0,20,1,0,1,1,3,1,0,0,0,1,0,0,0,0,0,2,,1,2,10,1,122,2,0,0,0,2,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,,,16,1,1,0,18,,,7,0,0,0,7,,,4,0,0,0,4,,,4,0,0,0,4,,,1,0,0,0,1,,,4,0,0,0,4,,,2,0,0,1,3,,,2,0,0,0,2,,,8,1,1,1,11,,,15,0,1,0,16,,,3,1,0,0,4,,,4,0,0,0,4,,,22,1,0,0,23,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,0,0,97,4,3,2,106,,,AZ,76,CO,3,CA,3,7
00110101,University of Arkansas-Little Rock,2015,,66,2,0,0,68,24,0,2,0,26,3,0,0,0,3,3,0,3,1,7,0,0,0,0,0,4,,0,1,15,2,126,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,,,18,0,2,0,20,,,5,0,0,0,5,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,3,0,0,0,3,,,18,1,2,0,21,,,25,0,1,0,26,,,4,1,0,0,5,,,1,0,0,0,1,,,4,0,0,0,4,,,,,,,,,,,,,3,0,0,0,3,1,0,0,0,1,,,2,0,0,1,3,96,2,5,1,104,,,AR,73,TX,7,CO,3,1
00110101,University of Arkansas-Little Rock,2016,,65,2,0,1,68,21,4,3,1,29,9,1,0,1,11,3,1,0,2,6,0,0,0,0,0,0,,1,0,9,5,129,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,29,4,2,2,37,,,7,1,0,0,8,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,2,0,0,0,2,,,20,1,0,2,23,,,23,1,1,0,25,,,4,0,0,1,5,,,3,0,0,0,3,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,,,2,0,0,0,2,98,8,3,5,114,,,AR,94,TN,3,CA,2,0
00110101,University of Arkansas-Little Rock,2017,,76,1,5,0,82,9,0,2,0,11,8,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,3,9,3,120,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,6,,,33,0,2,0,35,,,8,0,0,0,8,,,2,0,0,0,2,,,4,0,0,0,4,,,3,0,0,0,3,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,11,0,0,0,11,,,18,0,2,0,20,,,4,0,0,0,4,,,0,1,0,0,1,,,3,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,4,1,5,,,1,0,0,0,1,93,1,9,1,104,,,AR,87,TX,6,MO,2,0
00110101,University of Arkansas-Little Rock,2018,,56,1,2,0,59,8,0,2,0,10,8,0,1,0,9,1,0,1,0,2,0,0,0,0,0,0,,3,3,12,4,102,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,,,28,0,1,0,29,,,3,0,0,0,3,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,8,0,1,0,9,,,14,0,1,0,15,,,6,1,0,0,7,,,1,0,0,0,1,,,3,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,2,0,2,0,4,,,1,0,0,0,1,73,1,6,0,80,,,AR,65,TX,4,MO,3,0
00110800,University of Arkansas-Fayetteville,2015,,84,1,0,0,85,25,1,1,0,27,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,8,,0,2,3,2,130,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,46,0,1,0,47,,,11,0,0,0,11,,,4,0,0,0,4,,,3,0,0,0,3,,,2,0,0,0,2,,,0,0,0,0,0,,,3,0,0,0,3,,,0,0,0,0,0,,,15,2,0,2,19,,,17,0,0,0,17,,,2,0,0,0,2,,,5,0,0,0,5,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,109,2,1,3,115,,,AR,85,TX,11,TN,4,0
00110800,University of Arkansas-Fayetteville,2016,,69,1,0,0,70,16,1,1,0,18,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,,0,2,5,2,107,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,0,0,0,28,,,3,0,0,0,3,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,0,0,0,0,0,,,3,0,0,0,3,,,0,0,0,0,0,,,18,1,1,0,20,,,16,1,0,0,17,,,5,0,0,0,5,,,6,0,0,0,6,,,2,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,88,2,1,0,91,,,AR,58,TX,12,MO,8,0
00110800,University of Arkansas-Fayetteville,2017,,79,1,2,1,83,14,0,0,1,15,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,,0,4,5,4,116,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,23,0,1,2,26,,,7,0,0,0,7,,,3,0,0,0,3,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,6,0,0,0,6,,,0,0,0,0,0,,,16,1,0,0,17,,,26,0,0,0,26,,,3,0,1,0,4,,,6,0,0,0,6,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,96,1,2,2,101,,,AR,63,MO,11,TX,7,0
00110800,University of Arkansas-Fayetteville,2018,,69,1,1,0,71,21,0,0,0,21,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,7,,0,2,6,0,113,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,31,0,1,0,32,,,6,0,0,0,6,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,26,0,0,0,26,,,9,0,0,0,9,,,4,1,0,0,5,,,9,0,0,0,9,,,2,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,95,1,2,0,98,,,AR,73,MO,8,TX,6,1
00116453,Chapman University,2015,,62,2,5,0,69,23,4,4,1,32,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,,0,1,25,0,132,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,34,1,5,1,41,,,10,0,0,0,10,,,5,0,0,0,5,,,6,0,0,0,6,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,19,2,4,0,25,,,4,2,0,0,6,,,2,1,1,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,88,6,10,1,105,,,CA,97,NV,3,TX,2,0
00116453,Chapman University,2016,,78,2,2,1,83,18,3,4,0,25,3,0,1,1,5,1,0,1,0,2,0,0,0,0,0,2,,2,2,37,0,158,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40,0,3,1,44,,,5,0,0,0,5,,,5,0,0,0,5,,,10,0,0,0,10,,,2,0,0,0,2,,,0,0,0,0,0,,,3,0,0,0,3,,,0,0,0,0,0,,,24,2,5,0,31,,,8,3,0,0,11,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,100,5,8,2,115,,,CA,106,MN,2,NV,2,0
00116453,Chapman University,2017,,81,2,3,0,86,20,1,2,0,23,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,3,,1,4,25,0,148,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,43,0,3,0,46,,,14,0,0,0,14,,,4,0,0,0,4,,,7,0,0,0,7,,,6,0,0,0,6,,,0,0,0,0,0,,,2,0,0,0,2,,,0,0,0,0,0,,,16,0,3,0,19,,,7,3,2,0,12,,,2,0,2,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,101,3,10,1,115,,,CA,111,PA,1,MT,1,2
00116453,Chapman University,2018,,75,2,2,1,80,24,3,5,1,33,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,,2,3,11,0,134,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,40,0,3,0,43,,,8,0,0,0,8,,,2,0,0,0,2,,,10,0,0,0,10,,,3,0,1,0,4,,,3,0,0,0,3,,,1,0,0,0,1,,,0,0,0,0,0,,,26,3,4,1,34,,,7,1,0,0,8,,,1,1,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,102,5,8,2,117,,,CA,111,TX,2,DC,1,0
